ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
28718,Maharashtra,Mumbai,Mumbai Suburban,Apartment,2,927,311.33,33585.17,2023,Fully Furnished,6,7,1,7,2,Low,Single,Low,Gym,North,Builder,Resale
28719,West Bengal,Kolkata,Kolkata Prime,Studio,2,982,166.41,16946.52,2023,Fully Furnished,24,26,1,0,2,High,Single,High,"Visitor Parking,CCTV,Intercom,Power Backup,Club House,Swimming Pool,Garden",North-West,Agent,Ready to Move
28720,Madhya Pradesh,Indore,Indore Central,Apartment,1,672,56.24,8368.77,2000,Fully Furnished,18,24,24,6,1,High,Single,Medium,,South-West,Builder,Resale
28721,Delhi,Delhi,Delhi Suburban,Penthouse,4,2702,951.24,35205.09,2018,Fully Furnished,14,23,6,0,2,Low,Single,Medium,"Lift,Power Backup,Intercom,Visitor Parking",South-East,Builder,Resale
28722,Delhi,Delhi,Delhi Suburban,Apartment,3,1466,430.76,29383.32,2008,Semi-Furnished,8,16,16,2,0,High,Double,High,"Club House,Power Backup,Gym",North,Agent,Ready to Move
28723,Telangana,Hyderabad,Hyderabad Prime,Apartment,1,726,178.18,24542.67,2015,Fully Furnished,21,28,9,3,2,Low,Single,Medium,"Play Area,Club House,Power Backup,Intercom,Gym,Lift,Swimming Pool",North-West,Builder,Ready to Move
28724,Maharashtra,Mumbai,Mumbai Suburban,Apartment,3,1875,634.58,33844.53,2014,Semi-Furnished,23,32,10,7,3,Low,Single,Low,"Play Area,Lift",South-West,Builder,Ready to Move
28725,Maharashtra,Mumbai,Mumbai Suburban,Penthouse,3,1123,484.27,43122.55,2014,Semi-Furnished,17,22,10,3,2,Low,Single,Medium,"CCTV,Garden,Power Backup,Intercom,Club House,Gym,Visitor Parking",South-West,Owner,Under Construction
28726,Karnataka,Bangalore,Bangalore Suburban,Villa,1,668,164.34,24601.21,1999,Fully Furnished,17,19,25,3,2,Low,Double,Medium,"Lift,Power Backup,Club House,CCTV,Play Area",North-West,Builder,Resale
28727,Maharashtra,Nagpur,Nagpur Suburban,Villa,2,1321,130.88,9907.75,2020,Fully Furnished,23,31,4,5,1,Medium,Single,High,"Power Backup,Garden,Visitor Parking,Gym,Club House,CCTV",North-East,Owner,Resale
28728,Karnataka,Bangalore,Bangalore Suburban,Independent House,3,1617,378.03,23378.18,2006,Fully Furnished,2,7,18,6,2,Medium,Single,Low,"Power Backup,CCTV,Intercom,Gym",South-East,Owner,Ready to Move
28729,Uttar Pradesh,Noida,Noida Suburban,Independent House,3,1755,334.86,19080.6,2019,Fully Furnished,5,6,5,7,1,Low,Single,Medium,"Gym,Lift,Play Area,CCTV,Intercom,Visitor Parking",North,Agent,Ready to Move
28730,Delhi,Delhi,Delhi Rural,Penthouse,3,1736,364.65,21005.34,1999,Semi-Furnished,9,14,25,3,2,Low,Double,High,"Swimming Pool,Lift,Power Backup",North-East,Owner,Ready to Move
28731,Uttar Pradesh,Lucknow,Lucknow Suburban,Independent House,3,1131,101.08,8937.44,2006,Unfurnished,8,15,18,4,2,High,Single,Medium,"Intercom,CCTV,Gym,Garden,Swimming Pool,Play Area",East,Builder,Ready to Move
28732,Delhi,Delhi,Delhi Rural,Villa,3,1476,345.73,23423.18,2011,Fully Furnished,10,11,13,5,5,Medium,Double,High,"Power Backup,Gym,Swimming Pool,Intercom,Garden,CCTV,Visitor Parking",South-West,Owner,Under Construction
28733,Gujarat,Ahmedabad,Ahmedabad Suburban,Apartment,4,1639,188.68,11512.01,2020,Fully Furnished,21,28,4,6,1,Low,None,Low,"Gym,Club House,Play Area,Swimming Pool,Lift,Garden",North-West,Owner,Under Construction
28734,West Bengal,Kolkata,Kolkata Suburban,Apartment,2,1096,161.57,14741.67,2009,Fully Furnished,27,31,15,4,3,High,Single,High,"Play Area,Garden,Swimming Pool,Lift,Visitor Parking,Power Backup,CCTV",North-West,Agent,Resale
28735,Rajasthan,Jaipur,Jaipur Suburban,Apartment,2,893,104.11,11658.53,2014,Unfurnished,19,25,10,5,0,Medium,Single,Medium,"Intercom,Club House,Swimming Pool,Gym,Play Area,Lift",North-West,Agent,Resale
28736,Gujarat,Ahmedabad,Ahmedabad Central,Apartment,2,1179,143.37,12160.65,2014,Semi-Furnished,14,22,10,1,5,Medium,None,Low,"Intercom,Garden,Swimming Pool,Visitor Parking",South-East,Owner,Ready to Move
28737,Gujarat,Surat,Surat Rural,Villa,3,1372,80.43,5861.99,2022,Semi-Furnished,0,5,2,5,3,Low,None,Medium,"Garden,Power Backup,Gym,Swimming Pool,CCTV",East,Agent,Resale
28738,Uttar Pradesh,Noida,Noida Suburban,Apartment,2,1114,153.72,13798.85,2005,Fully Furnished,9,11,19,6,5,High,Single,Low,,North-West,Builder,Ready to Move
28739,Uttar Pradesh,Noida,Noida Suburban,Apartment,5,2721,334.93,12309.19,2012,Semi-Furnished,5,6,12,0,2,Low,Double,Medium,,South-East,Owner,Under Construction
28740,Telangana,Hyderabad,Hyderabad Rural,Studio,4,2051,174.9,8527.51,2007,Semi-Furnished,25,30,17,7,4,Medium,Single,Medium,"Gym,Visitor Parking,Lift,Power Backup",East,Owner,Under Construction
28741,Gujarat,Ahmedabad,Ahmedabad Suburban,Apartment,1,784,77.95,9943.18,2006,Semi-Furnished,29,38,18,4,4,High,None,Medium,"Garden,CCTV,Lift",North-West,Owner,Under Construction
28742,Delhi,Delhi,Delhi Suburban,Independent House,2,1264,359.7,28457.23,2019,Unfurnished,0,6,5,4,3,Medium,Single,High,"Play Area,CCTV,Intercom,Lift,Visitor Parking",North-East,Agent,Resale
28743,Rajasthan,Jaipur,Jaipur Central,Villa,3,2278,304.58,13370.5,2021,Semi-Furnished,7,9,3,4,1,High,Double,Medium,"CCTV,Visitor Parking",East,Builder,Under Construction
28744,Uttar Pradesh,Noida,Noida Suburban,Studio,5,2560,313.25,12236.14,2021,Fully Furnished,0,7,3,4,2,Medium,Single,Low,CCTV,North,Owner,Under Construction
28745,Maharashtra,Mumbai,Mumbai Prime,Independent House,2,1028,462.89,45028.4,2001,Fully Furnished,7,8,23,3,0,High,None,Medium,"Club House,Gym,Power Backup,Lift",North-East,Builder,Ready to Move
28746,Uttar Pradesh,Noida,Noida Suburban,Apartment,3,1915,304.3,15890.26,1992,Fully Furnished,18,23,32,2,2,Medium,Double,High,Power Backup,South,Builder,Ready to Move
28747,Maharashtra,Nagpur,Nagpur Rural,Apartment,3,1056,36.61,3466.77,2005,Unfurnished,26,29,19,0,3,High,Single,Low,Club House,South-West,Builder,Ready to Move
28748,West Bengal,Kolkata,Kolkata Central,Apartment,2,1141,142.79,12514.27,1991,Semi-Furnished,14,16,33,1,2,Medium,Double,Medium,"Intercom,Club House,Swimming Pool,CCTV",North,Owner,Resale
28749,Maharashtra,Pune,Pune Suburban,Villa,3,2049,473.43,23105.43,2016,Semi-Furnished,9,18,8,4,2,Medium,Single,Medium,Play Area,South-West,Owner,Under Construction
28750,Maharashtra,Pune,Pune Rural,Apartment,4,2345,274.29,11696.91,2018,Semi-Furnished,22,23,6,2,5,Medium,Single,Medium,"Swimming Pool,Gym,Lift",North,Agent,Resale
28751,Gujarat,Ahmedabad,Ahmedabad Central,Studio,3,1825,197.49,10821.12,1998,Unfurnished,6,8,26,5,2,High,Single,High,"Club House,Visitor Parking",South-West,Owner,Ready to Move
28752,Telangana,Hyderabad,Hyderabad Prime,Apartment,2,939,200.16,21316.38,1994,Semi-Furnished,8,16,30,6,3,Medium,Single,High,,West,Owner,Ready to Move
28753,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,4,2275,351.68,15458.26,2002,Fully Furnished,19,21,22,6,4,High,Double,Low,"Swimming Pool,Gym,Garden,Intercom,CCTV,Lift,Club House",East,Agent,Under Construction
28754,Gujarat,Surat,Surat Rural,Apartment,2,1253,68.54,5470.16,2011,Unfurnished,19,26,13,4,2,Low,Double,Medium,"Lift,Visitor Parking,Garden,Swimming Pool,Club House,Gym,Play Area",North-East,Builder,Under Construction
28755,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,4,2743,352.25,12841.78,2003,Semi-Furnished,13,21,21,4,2,Medium,Single,Medium,"Club House,Gym,Intercom,Garden,Power Backup,Play Area,Visitor Parking",North-West,Builder,Resale
28756,Gujarat,Surat,Surat Suburban,Independent House,3,1445,114.41,7917.66,2010,Semi-Furnished,12,20,14,1,1,Low,None,High,"Power Backup,Gym,Play Area,Club House,CCTV,Intercom",North-East,Builder,Ready to Move
28757,Maharashtra,Pune,Pune Central,Independent House,3,1764,406.73,23057.4,2005,Fully Furnished,6,7,19,6,3,Low,Double,Medium,"Gym,Lift",North-West,Agent,Ready to Move
28758,Maharashtra,Nagpur,Nagpur Suburban,Independent House,2,1169,85.52,7315.38,2000,Unfurnished,25,27,24,4,3,High,Single,Medium,"Garden,Intercom,Visitor Parking",South,Agent,Ready to Move
28759,West Bengal,Kolkata,Kolkata Prime,Independent House,2,1030,168.42,16351.21,2023,Semi-Furnished,15,21,1,2,5,Medium,Single,Medium,Intercom,West,Owner,Resale
28760,Maharashtra,Pune,Pune Rural,Independent House,3,1485,199.67,13445.99,1990,Fully Furnished,29,31,34,0,3,High,Double,Low,Power Backup,North-West,Owner,Under Construction
28761,Maharashtra,Mumbai,Mumbai Central,Apartment,4,2433,879.14,36133.92,2022,Semi-Furnished,7,12,2,6,4,Medium,Single,High,"CCTV,Garden",South-West,Builder,Under Construction
28762,Madhya Pradesh,Indore,Indore Rural,Independent House,1,673,38.6,5735.94,2022,Fully Furnished,13,14,2,1,5,High,Single,Medium,"Swimming Pool,Power Backup,Gym,CCTV,Garden,Visitor Parking",South-East,Owner,Ready to Move
28763,Telangana,Hyderabad,Hyderabad Prime,Independent House,5,2654,537.13,20238.62,2003,Semi-Furnished,1,5,21,5,5,Medium,None,Medium,"Power Backup,Garden",South-West,Agent,Ready to Move
28764,Delhi,Delhi,Delhi Central,Villa,2,1071,346.12,32317.37,2020,Semi-Furnished,0,5,4,0,4,Medium,Single,Low,"Lift,CCTV,Swimming Pool,Garden",North,Owner,Ready to Move
28765,Madhya Pradesh,Indore,Indore Rural,Apartment,4,2451,123.56,5041.34,2007,Fully Furnished,16,21,17,2,4,High,None,High,"Power Backup,Visitor Parking,Lift",South-East,Builder,Ready to Move
28766,Maharashtra,Nagpur,Nagpur Suburban,Villa,3,1532,151.97,9919.65,2023,Unfurnished,5,11,1,3,1,Low,Double,High,"Club House,Power Backup,Play Area,Lift,Swimming Pool",North,Agent,Resale
28767,Maharashtra,Nagpur,Nagpur Suburban,Studio,2,1351,83.52,6182.01,2012,Semi-Furnished,14,18,12,4,0,Medium,Double,Low,"Lift,Garden,Power Backup",South-West,Owner,Ready to Move
28768,Telangana,Hyderabad,Hyderabad Suburban,Apartment,3,1681,257.03,15290.33,1991,Unfurnished,16,22,33,7,1,Medium,None,Low,"Play Area,Visitor Parking",East,Owner,Ready to Move
28769,Maharashtra,Mumbai,Mumbai Suburban,Independent House,3,1730,623.61,36046.66,2002,Unfurnished,1,7,22,5,2,Medium,Double,High,"Gym,Play Area,Club House,Lift,Power Backup,Garden,Swimming Pool",South,Agent,Under Construction
28770,Maharashtra,Pune,Pune Rural,Independent House,2,1182,133.27,11275.23,2010,Semi-Furnished,21,29,14,3,2,Medium,None,Medium,"Club House,Visitor Parking,Swimming Pool,CCTV,Gym,Garden",South-East,Builder,Resale
28771,Maharashtra,Pune,Pune Outskirts,Studio,3,1298,175.44,13515.84,2018,Unfurnished,8,10,6,7,0,High,Double,Low,,North,Builder,Ready to Move
28772,Uttar Pradesh,Noida,Noida Prime,Apartment,3,1394,250.0,17933.95,2011,Semi-Furnished,8,16,13,1,2,High,Double,Medium,CCTV,South-West,Builder,Ready to Move
28773,Maharashtra,Mumbai,Mumbai Suburban,Independent House,3,1414,420.79,29758.51,2006,Unfurnished,8,16,18,4,0,Low,Single,Medium,"Club House,Play Area,Visitor Parking,Swimming Pool,Intercom",East,Builder,Under Construction
28774,Uttar Pradesh,Ghaziabad,Ghaziabad Central,Apartment,2,1053,125.9,11956.03,2000,Fully Furnished,11,20,24,7,4,Medium,Single,High,"Visitor Parking,Swimming Pool,Gym,Lift,Play Area,CCTV",South-West,Builder,Ready to Move
28775,Uttar Pradesh,Lucknow,Lucknow Suburban,Apartment,2,1301,123.76,9512.65,2023,Fully Furnished,9,13,1,4,5,High,None,Low,"Club House,Intercom",North,Owner,Ready to Move
28776,Maharashtra,Pune,Pune Suburban,Independent House,2,978,204.78,20938.15,2005,Fully Furnished,19,24,19,3,4,High,Single,High,,West,Builder,Ready to Move
28777,Rajasthan,Jaipur,Jaipur Central,Studio,2,1229,122.59,9974.51,2004,Semi-Furnished,25,26,20,0,0,High,Single,Low,"Visitor Parking,Swimming Pool",North-East,Agent,Ready to Move
28778,Delhi,Delhi,Delhi Suburban,Independent House,3,1137,328.06,28852.69,1995,Semi-Furnished,14,20,29,0,2,High,Double,Medium,"Power Backup,Play Area,CCTV,Lift,Garden,Visitor Parking",North,Builder,Ready to Move
28779,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,2,1193,143.06,11991.58,2015,Semi-Furnished,3,12,9,7,5,High,Single,Medium,,South-West,Owner,Under Construction
28780,Tamil Nadu,Chennai,Chennai Outskirts,Apartment,2,1097,136.38,12432.28,1991,Fully Furnished,29,31,33,3,3,High,Single,Medium,"Visitor Parking,Lift",South-West,Builder,Ready to Move
28781,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,2,1273,135.98,10681.91,1991,Semi-Furnished,15,18,33,0,5,Low,Double,Medium,"Garden,Intercom,CCTV,Lift,Visitor Parking,Play Area",South,Agent,Ready to Move
28782,Madhya Pradesh,Indore,Indore Outskirts,Apartment,3,2059,115.41,5605.36,1993,Fully Furnished,22,27,31,2,0,Medium,Double,High,"Power Backup,Play Area,Visitor Parking",North-West,Owner,Resale
28783,Maharashtra,Mumbai,Mumbai Prime,Penthouse,2,1129,611.69,54179.85,2007,Semi-Furnished,25,34,17,3,2,Medium,Single,Medium,"Visitor Parking,Play Area,Power Backup,Lift,CCTV,Garden,Gym",North-West,Owner,Under Construction
28784,Maharashtra,Mumbai,Mumbai Outskirts,Studio,2,814,203.01,24939.94,2001,Fully Furnished,7,16,23,6,2,High,Double,Low,Gym,East,Builder,Ready to Move
28785,Delhi,Delhi,Delhi Suburban,Apartment,2,904,213.81,23651.26,2003,Fully Furnished,13,14,21,1,3,Medium,None,Medium,"Intercom,Play Area,Lift,Swimming Pool,Club House,Garden",North-West,Owner,Resale
28786,West Bengal,Kolkata,Kolkata Outskirts,Independent House,2,974,85.62,8790.39,2005,Semi-Furnished,2,5,19,7,5,Medium,Double,Medium,"Garden,Swimming Pool,Power Backup",North-West,Agent,Ready to Move
28787,Delhi,Delhi,Delhi Suburban,Apartment,4,2509,725.53,28916.91,2019,Unfurnished,17,23,5,6,4,Medium,Single,Low,"Play Area,Garden,Lift",South-East,Agent,Resale
28788,Rajasthan,Jaipur,Jaipur Suburban,Apartment,1,599,64.97,10845.83,2009,Semi-Furnished,9,12,15,2,2,Low,Double,Medium,"Garden,Intercom,Gym,Power Backup,Play Area,Lift,CCTV",North-East,Agent,Under Construction
28789,Maharashtra,Mumbai,Mumbai Suburban,Apartment,3,1383,364.81,26378.09,2007,Unfurnished,15,20,17,1,2,Medium,None,Medium,Play Area,West,Builder,Resale
28790,Maharashtra,Mumbai,Mumbai Outskirts,Villa,3,1340,431.02,32165.55,2023,Semi-Furnished,2,5,1,5,5,High,Single,High,Lift,South-West,Builder,Ready to Move
28791,Delhi,Delhi,Delhi Outskirts,Penthouse,2,1004,297.58,29639.27,2006,Semi-Furnished,1,9,18,7,0,High,Single,High,"Club House,CCTV,Gym,Garden,Visitor Parking,Swimming Pool",North,Agent,Ready to Move
28792,Delhi,Delhi,Delhi Central,Independent House,2,1151,370.48,32187.34,2012,Semi-Furnished,3,5,12,5,4,Low,None,High,"Visitor Parking,Power Backup,Swimming Pool,Garden,Club House,Gym",North-East,Builder,Resale
28793,Gujarat,Ahmedabad,Ahmedabad Suburban,Apartment,3,1692,156.18,9230.3,2004,Semi-Furnished,12,20,20,0,2,High,Double,Low,"Lift,CCTV",North,Builder,Ready to Move
28794,West Bengal,Kolkata,Kolkata Rural,Studio,3,1245,72.37,5813.24,2004,Unfurnished,20,22,20,5,2,Medium,Single,High,"Visitor Parking,Garden",North-West,Agent,Ready to Move
28795,Delhi,Delhi,Delhi Suburban,Apartment,4,1700,350.56,20621.02,1993,Semi-Furnished,5,13,31,5,3,Low,Single,Medium,"Play Area,Lift,Power Backup,CCTV",East,Owner,Resale
28796,Gujarat,Surat,Surat Suburban,Apartment,2,1157,86.47,7473.3,1995,Semi-Furnished,11,13,29,6,2,High,None,Medium,"CCTV,Visitor Parking,Power Backup",North-West,Agent,Resale
28797,Madhya Pradesh,Indore,Indore Central,Penthouse,4,1966,224.7,11429.3,1995,Fully Furnished,28,33,29,3,3,Low,Single,Low,Lift,South-East,Builder,Resale
28798,Delhi,Delhi,Delhi Central,Independent House,5,2542,788.92,31035.34,2009,Fully Furnished,16,19,15,5,2,Low,Double,Medium,"Play Area,Lift",North-East,Owner,Ready to Move
28799,Tamil Nadu,Chennai,Chennai Prime,Apartment,3,1426,325.21,22805.41,2011,Semi-Furnished,29,37,13,6,2,High,None,High,"Lift,Intercom,CCTV",West,Builder,Resale
28800,Tamil Nadu,Chennai,Chennai Outskirts,Apartment,2,1118,127.85,11435.79,2020,Semi-Furnished,16,18,4,1,4,Medium,Single,Low,"Swimming Pool,Garden",North-East,Owner,Under Construction
28801,Uttar Pradesh,Ghaziabad,Ghaziabad Rural,Villa,3,1522,105.46,6929.36,1997,Fully Furnished,8,9,27,3,3,Medium,Single,Medium,Swimming Pool,North,Builder,Ready to Move
28802,West Bengal,Kolkata,Kolkata Outskirts,Penthouse,4,1971,279.15,14162.81,2020,Semi-Furnished,29,36,4,1,1,Medium,Double,Low,"Lift,Power Backup,CCTV",West,Owner,Ready to Move
28803,Delhi,Delhi,Delhi Rural,Apartment,2,947,141.72,14965.44,2014,Semi-Furnished,23,29,10,5,5,Low,Single,Medium,"Club House,Lift",East,Builder,Under Construction
28804,Maharashtra,Mumbai,Mumbai Suburban,Apartment,3,1413,432.02,30574.46,2010,Semi-Furnished,26,35,14,2,1,Low,Double,Medium,"Play Area,Swimming Pool,Power Backup",South-East,Builder,Ready to Move
28805,Delhi,Delhi,Delhi Central,Penthouse,2,1015,449.35,44270.99,2014,Semi-Furnished,27,29,10,2,3,Medium,Double,Medium,Visitor Parking,North,Owner,Resale
28806,Gujarat,Surat,Surat Suburban,Independent House,2,1368,137.42,10045.15,2000,Semi-Furnished,10,13,24,2,0,Medium,Single,High,"Swimming Pool,Play Area,CCTV",North-West,Builder,Resale
28807,West Bengal,Kolkata,Kolkata Suburban,Studio,1,638,77.47,12143.01,2003,Semi-Furnished,24,27,21,2,3,Medium,Double,High,"Visitor Parking,Club House,Garden,Swimming Pool,Power Backup",East,Builder,Under Construction
28808,Uttar Pradesh,Lucknow,Lucknow Suburban,Studio,3,1553,112.43,7239.26,2013,Unfurnished,25,30,11,1,4,Low,Single,Medium,,North,Agent,Ready to Move
28809,Maharashtra,Mumbai,Mumbai Suburban,Villa,3,1576,648.25,41132.46,2010,Unfurnished,24,30,14,7,2,High,None,Low,"Club House,Intercom,Visitor Parking,Gym",South,Owner,Ready to Move
28810,Telangana,Hyderabad,Hyderabad Prime,Independent House,3,1679,443.23,26398.68,2000,Fully Furnished,18,21,24,0,2,Medium,Double,High,"Gym,Club House,Visitor Parking,Garden,Lift,Intercom",North,Builder,Under Construction
28811,Maharashtra,Mumbai,Mumbai Central,Apartment,2,951,410.61,43176.27,2018,Semi-Furnished,21,22,6,0,4,Low,Double,High,"Play Area,CCTV",South-West,Owner,Ready to Move
28812,Uttar Pradesh,Noida,Noida Prime,Independent House,2,1505,313.43,20825.64,2002,Semi-Furnished,15,18,22,7,2,High,None,Medium,"Intercom,Garden,Power Backup",North,Owner,Ready to Move
28813,Madhya Pradesh,Indore,Indore Rural,Independent House,2,1173,52.21,4451.27,2018,Unfurnished,9,10,6,2,4,Low,Double,Low,"Power Backup,Intercom,Play Area",East,Owner,Ready to Move
28814,Karnataka,Bangalore,Bangalore Prime,Apartment,2,984,258.51,26271.8,1995,Fully Furnished,4,11,29,6,1,High,Single,Medium,"CCTV,Intercom,Garden,Visitor Parking",South,Owner,Under Construction
28815,Maharashtra,Pune,Pune Outskirts,Apartment,5,2365,349.71,14787.01,1996,Fully Furnished,14,22,28,1,3,Medium,Double,Medium,"Gym,Lift,Intercom,Garden,Club House",North-West,Agent,Resale
28816,Maharashtra,Pune,Pune Suburban,Apartment,3,1511,282.01,18663.95,1993,Semi-Furnished,25,33,31,7,4,Medium,Single,High,"Visitor Parking,Lift,Play Area,Intercom,CCTV,Gym",North-West,Agent,Resale
28817,Delhi,Delhi,Delhi Outskirts,Apartment,3,1280,303.56,23715.95,1991,Fully Furnished,16,17,33,1,1,Medium,Double,High,"Garden,Play Area,Lift,Intercom",East,Builder,Ready to Move
28818,Tamil Nadu,Chennai,Chennai Prime,Apartment,2,981,170.79,17409.72,2003,Unfurnished,8,16,21,4,3,Medium,Single,High,"Gym,Intercom,Play Area,CCTV",North-East,Owner,Ready to Move
28819,Uttar Pradesh,Noida,Noida Outskirts,Apartment,3,1689,158.51,9384.91,2009,Fully Furnished,3,7,15,6,3,Medium,Single,Low,"Power Backup,Intercom,Visitor Parking,Gym,Play Area",South-West,Agent,Ready to Move
28820,Delhi,Delhi,Delhi Rural,Studio,3,1739,242.79,13961.5,1997,Unfurnished,0,6,27,6,4,Medium,Single,High,Visitor Parking,North-East,Owner,Resale
28821,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,2,1002,140.35,14006.68,1993,Fully Furnished,27,36,31,0,5,Medium,Single,High,"Visitor Parking,Intercom,Swimming Pool,Gym,Club House,Power Backup,Play Area",East,Builder,Under Construction
28822,West Bengal,Kolkata,Kolkata Suburban,Apartment,4,2193,219.6,10013.78,1995,Semi-Furnished,0,5,29,2,1,High,None,Medium,"Gym,CCTV,Play Area,Swimming Pool,Lift,Garden",North-East,Owner,Ready to Move
28823,Maharashtra,Mumbai,Mumbai Outskirts,Villa,2,1207,434.58,36004.91,1992,Fully Furnished,16,21,32,4,0,High,Double,High,"Visitor Parking,Club House",South,Builder,Under Construction
28824,Karnataka,Bangalore,Bangalore Central,Independent House,2,1270,277.0,21811.19,2005,Unfurnished,9,17,19,2,0,Low,Single,Medium,,East,Owner,Resale
28825,Delhi,Delhi,Delhi Central,Independent House,2,1098,373.08,33978.52,2016,Semi-Furnished,0,9,8,2,2,Medium,Double,Medium,"Power Backup,Gym,Garden,CCTV,Play Area",North-West,Owner,Ready to Move
28826,Tamil Nadu,Chennai,Chennai Prime,Apartment,4,2313,489.56,21165.59,2023,Semi-Furnished,0,5,1,2,2,Low,Double,Medium,Play Area,South,Owner,Under Construction
28827,Maharashtra,Nagpur,Nagpur Central,Independent House,4,1915,184.37,9627.79,2019,Semi-Furnished,17,20,5,2,5,Medium,Double,Medium,"Lift,Swimming Pool,Play Area,Intercom,Gym,Visitor Parking",South,Agent,Resale
28828,Gujarat,Surat,Surat Suburban,Villa,3,1516,224.56,14812.83,2022,Fully Furnished,24,26,2,2,0,High,Double,High,"CCTV,Lift,Visitor Parking,Swimming Pool",South-West,Owner,Resale
28829,West Bengal,Kolkata,Kolkata Suburban,Apartment,5,2996,373.07,12452.28,2021,Semi-Furnished,10,18,3,7,3,Medium,Single,Medium,"Swimming Pool,Power Backup",South-East,Owner,Under Construction
